Age,Gender,Race,Education,WorkClass,Occupation,MaritalStatus,HoursPerWeek,CapitalGain,CapitalLoss,NativeCountry,IncomeClass
50,Male,Hispanic,Some College,Private,Blue Collar,Married,33,0,0,Canada,0
53,Female,Hispanic,No HS,Self-Employed,Management,Single,36,0,458,USA,0
33,Other,Hispanic,HS Grad,Private,Sales,Single,39,0,0,USA,1
48,Male,Other,HS Grad,Private,Clerical,Married,50,0,0,USA,1
56,Male,White,Associate,Government,Management,Single,27,0,0,USA,1
61,Female,Asian,Associate,Private,Blue Collar,Single,35,3887,0,USA,1
37,Female,White,No HS,Private,Management,Married,58,0,0,Canada,0
18,Male,Black,Some College,Private,Education,Widowed,34,0,91,USA,0
30,Female,White,Master's,Private,Blue Collar,Single,34,0,0,Germany,1
34,Male,Black,Associate,Unemployed,Blue Collar,Widowed,0,4776,0,USA,0
36,Male,Black,Master's,Private,Tech,Divorced,39,1477,0,USA,1
37,Male,Asian,Some College,Private,Tech,Single,50,3208,0,China,0
53,Male,Black,Some College,Private,Sales,Single,50,0,0,USA,0
55,Female,White,Some College,Private,Sales,Widowed,41,0,0,USA,1
37,Female,White,Master's,Private,Healthcare,Married,30,0,724,China,1
53,Female,White,Some College,Government,Sales,Married,40,0,0,USA,1
44,Female,White,PhD,Private,Healthcare,Single,43,14035,0,USA,1
40,Male,White,Some College,Private,Healthcare,Married,43,0,0,USA,1
50,Female,Black,HS Grad,Unemployed,Tech,Married,0,0,0,USA,0
40,Female,Asian,HS Grad,Private,Tech,Married,13,0,1809,UK,0
64,Male,Hispanic,HS Grad,Private,Education,Married,37,0,0,Canada,0
22,Male,Black,No HS,Private,Healthcare,Divorced,37,0,2437,USA,0
33,Male,Hispanic,Associate,Private,Healthcare,Married,42,0,0,USA,0
38,Male,White,Some College,Private,Management,Married,38,0,0,USA,1
45,Female,White,Associate,Private,Clerical,Married,38,8051,0,USA,1
55,Female,White,Bachelor's,Private,Management,Married,42,0,0,USA,1
39,Male,White,Master's,Private,Healthcare,Divorced,34,0,0,USA,1
22,Female,Black,HS Grad,Government,Management,Widowed,30,0,0,USA,1
50,Female,White,HS Grad,Private,Blue Collar,Single,49,0,0,UK,0
49,Male,White,Some College,Private,Healthcare,Divorced,30,745,0,Canada,0
18,Male,Other,HS Grad,Self-Employed,Tech,Divorced,21,0,0,Canada,0
39,Female,Black,No HS,Government,Blue Collar,Married,41,0,316,Canada,0
20,Male,White,Associate,Unemployed,Sales,Single,0,0,135,Germany,0
32,Male,White,Associate,Private,Clerical,Married,40,4888,0,USA,1
29,Female,White,Bachelor's,Private,Sales,Married,35,0,0,Other,1
49,Other,Other,Master's,Private,Education,Married,14,0,0,Mexico,1
41,Female,White,Some College,Private,Education,Single,38,0,0,USA,1
24,Female,Other,Master's,Private,Clerical,Divorced,36,0,0,USA,1
50,Male,White,No HS,Private,Blue Collar,Married,60,931,0,USA,0
22,Male,White,Bachelor's,Government,Sales,Married,26,0,0,Mexico,1
43,Male,White,Some College,Private,Tech,Single,34,0,0,India,0
30,Female,White,Master's,Private,Clerical,Single,32,0,0,USA,1
35,Female,White,HS Grad,Private,Management,Divorced,47,0,968,India,1
46,Female,Hispanic,Associate,Private,Management,Single,40,10969,0,USA,1
46,Male,White,Some College,Private,Clerical,Divorced,44,0,0,USA,1
56,Female,White,Some College,Private,Blue Collar,Single,34,0,249,UK,0
39,Male,White,No HS,Private,Healthcare,Single,52,0,0,USA,0
43,Male,White,Associate,Government,Clerical,Married,38,0,0,USA,1
34,Female,White,HS Grad,Private,Management,Single,39,0,578,USA,0
42,Female,Black,Some College,Government,Blue Collar,Widowed,46,0,0,Germany,1
45,Female,White,HS Grad,Private,Management,Married,27,0,0,USA,1
38,Female,White,Associate,Private,Clerical,Single,45,0,0,USA,1
18,Male,White,HS Grad,Private,Blue Collar,Married,37,0,0,USA,0
43,Male,White,Some College,Private,Clerical,Married,26,0,0,China,1
44,Male,White,Master's,Private,Tech,Single,51,0,0,USA,1
31,Female,White,Master's,Private,Clerical,Married,22,0,0,USA,1
24,Female,Hispanic,HS Grad,Private,Tech,Single,32,0,0,USA,1
57,Male,White,No HS,Private,Healthcare,Widowed,44,0,0,Germany,1
45,Female,White,No HS,Private,Education,Married,41,0,0,USA,1
37,Female,White,Bachelor's,Private,Tech,Single,31,0,2094,USA,1
26,Female,Black,HS Grad,Private,Management,Married,47,0,0,India,0
30,Male,Black,HS Grad,Private,Sales,Divorced,44,0,0,USA,1
55,Male,Hispanic,HS Grad,Private,Clerical,Divorced,32,4905,0,USA,0
41,Female,Black,Bachelor's,Private,Blue Collar,Single,39,8152,0,USA,1
33,Male,White,Master's,Private,Healthcare,Single,37,0,0,USA,1
46,Male,Black,Bachelor's,Unemployed,Sales,Single,0,0,0,USA,0
30,Male,White,Bachelor's,Unemployed,Tech,Married,0,0,0,Mexico,0
58,Male,White,Associate,Private,Tech,Single,45,0,0,USA,1
56,Female,Black,Some College,Self-Employed,Blue Collar,Widowed,41,0,0,Germany,0
34,Male,White,Associate,Private,Clerical,Single,39,0,0,Mexico,1
32,Female,White,No HS,Private,Clerical,Married,54,0,0,USA,1
18,Female,White,No HS,Self-Employed,Management,Married,39,16698,110,USA,1
22,Female,White,Associate,Private,Tech,Married,17,372,0,UK,0
23,Male,White,Some College,Self-Employed,Healthcare,Married,38,0,0,Canada,0
41,Female,White,Some College,Private,Education,Married,46,0,300,Other,1
36,Female,Black,Bachelor's,Private,Blue Collar,Married,59,0,0,USA,1
23,Male,Asian,Some College,Government,Sales,Single,38,0,954,USA,1
36,Male,White,Bachelor's,Private,Clerical,Married,40,0,0,India,0
46,Male,White,Some College,Private,Tech,Widowed,43,996,0,USA,0
46,Female,White,HS Grad,Private,Sales,Single,18,0,0,Other,1
18,Male,Hispanic,HS Grad,Government,Clerical,Single,39,0,0,USA,1
38,Male,Black,HS Grad,Private,Clerical,Widowed,37,0,0,USA,1
23,Female,Hispanic,No HS,Private,Blue Collar,Single,50,0,0,USA,0
50,Male,Hispanic,No HS,Private,Healthcare,Single,26,833,0,USA,1
49,Female,White,HS Grad,Private,Healthcare,Married,46,0,0,USA,1
29,Male,White,HS Grad,Private,Healthcare,Single,43,0,0,USA,0
30,Male,White,Some College,Private,Tech,Married,34,0,0,USA,0
34,Male,White,Some College,Private,Blue Collar,Married,37,3919,0,UK,1
18,Male,Hispanic,Bachelor's,Private,Management,Single,42,0,0,USA,1
44,Male,Asian,HS Grad,Government,Clerical,Married,46,0,0,USA,1
36,Male,White,Bachelor's,Private,Management,Single,53,2986,0,USA,1
51,Male,Asian,HS Grad,Government,Healthcare,Single,60,0,15,India,1
26,Female,Black,PhD,Private,Tech,Single,31,0,0,USA,1
32,Female,Black,HS Grad,Private,Clerical,Single,42,0,0,USA,1
21,Other,White,Bachelor's,Government,Clerical,Married,25,0,0,USA,1
27,Male,White,HS Grad,Private,Blue Collar,Married,45,3540,0,USA,1
25,Female,White,Master's,Private,Education,Single,29,0,0,USA,1
51,Other,White,Bachelor's,Self-Employed,Tech,Single,34,0,1467,USA,0
31,Male,Black,Some College,Private,Clerical,Divorced,35,0,0,China,1
41,Female,White,Some College,Private,Management,Married,46,0,0,USA,1
35,Male,White,No HS,Private,Clerical,Single,47,30,0,USA,0
24,Female,White,HS Grad,Private,Sales,Single,41,0,0,India,0
37,Female,White,HS Grad,Government,Blue Collar,Married,11,0,0,USA,1
47,Female,White,Some College,Private,Blue Collar,Married,35,8114,0,USA,0
25,Female,White,HS Grad,Self-Employed,Tech,Married,20,0,0,USA,0
49,Male,White,Some College,Private,Education,Married,47,985,0,USA,1
29,Female,White,Associate,Private,Blue Collar,Single,37,0,0,USA,1
34,Female,Hispanic,Some College,Private,Blue Collar,Widowed,34,0,0,UK,1
46,Male,Hispanic,HS Grad,Private,Management,Married,41,0,330,USA,0
32,Female,Black,Some College,Private,Blue Collar,Married,30,0,0,USA,0
40,Female,Black,No HS,Private,Education,Married,43,915,0,Other,0
36,Male,White,Some College,Private,Sales,Single,42,0,0,Other,0
41,Male,White,Some College,Private,Tech,Married,46,0,0,Germany,0
18,Male,White,Some College,Private,Clerical,Single,60,2962,84,USA,1
18,Male,White,Some College,Government,Blue Collar,Single,47,1803,0,USA,0
47,Male,Asian,Bachelor's,Self-Employed,Education,Single,44,1747,0,Mexico,0
52,Female,Asian,Master's,Private,Sales,Single,42,0,466,USA,1
29,Female,White,Bachelor's,Private,Blue Collar,Single,43,0,0,USA,1
37,Male,Black,No HS,Government,Healthcare,Married,34,0,0,Canada,0
43,Female,White,HS Grad,Private,Tech,Single,43,0,1916,USA,0
48,Male,White,Associate,Private,Clerical,Divorced,37,0,0,China,1
18,Female,White,Master's,Private,Healthcare,Divorced,60,0,0,Mexico,1
29,Male,Asian,HS Grad,Private,Education,Divorced,44,2513,0,China,0
36,Female,Hispanic,Bachelor's,Private,Education,Single,43,4177,1402,Germany,1
48,Male,White,Associate,Private,Education,Single,39,4495,0,USA,1
69,Male,White,PhD,Private,Healthcare,Married,42,0,0,USA,1
37,Male,Asian,No HS,Private,Sales,Married,44,0,796,USA,1
23,Male,White,Some College,Private,Management,Single,49,0,0,Canada,0
44,Male,Asian,Some College,Government,Management,Married,37,0,0,USA,1
55,Male,White,Associate,Unemployed,Management,Married,0,0,0,USA,0
41,Female,White,Associate,Private,Blue Collar,Married,55,1919,0,USA,1
29,Male,White,Master's,Private,Clerical,Married,40,0,0,USA,1
51,Other,White,Bachelor's,Private,Management,Married,48,0,0,UK,1
47,Female,White,No HS,Private,Blue Collar,Single,46,8716,2329,USA,0
27,Female,White,Some College,Private,Clerical,Single,32,0,0,India,1
44,Male,White,Some College,Private,Clerical,Married,35,342,0,Other,0
51,Female,Asian,PhD,Private,Tech,Single,50,0,0,USA,1
54,Female,White,Some College,Government,Clerical,Married,33,0,0,USA,1
39,Female,White,Associate,Private,Management,Single,60,0,0,India,1
35,Female,White,HS Grad,Private,Tech,Married,40,0,0,USA,1
54,Female,White,Associate,Private,Education,Married,25,0,0,USA,1
25,Other,White,HS Grad,Private,Sales,Married,43,0,0,USA,0
45,Male,White,Associate,Private,Education,Widowed,60,0,0,USA,1
23,Female,Other,Bachelor's,Private,Management,Married,33,0,2111,USA,1
52,Female,Black,No HS,Private,Sales,Single,48,3177,0,Germany,1
36,Male,White,Some College,Government,Management,Married,57,0,0,USA,1
55,Male,White,PhD,Private,Healthcare,Married,31,0,0,India,1
45,Female,Asian,HS Grad,Private,Sales,Single,51,0,0,USA,0
25,Female,Other,HS Grad,Government,Sales,Widowed,34,5246,0,USA,1
57,Male,Other,Some College,Private,Management,Divorced,42,0,0,Mexico,0
58,Other,White,Bachelor's,Private,Blue Collar,Single,24,0,368,USA,0
50,Female,White,Some College,Private,Management,Married,56,0,0,USA,1
30,Male,Asian,Some College,Private,Education,Single,31,255,0,UK,0
36,Male,White,No HS,Private,Tech,Married,35,0,0,USA,1
41,Male,White,Master's,Private,Management,Divorced,41,0,326,USA,1
31,Male,Asian,Some College,Private,Tech,Married,43,1489,0,USA,0
60,Female,Hispanic,HS Grad,Private,Blue Collar,Married,47,6,0,USA,0
41,Female,White,Some College,Private,Management,Single,44,0,0,USA,0
18,Female,White,Some College,Private,Tech,Married,35,0,0,Mexico,1
44,Male,White,Some College,Private,Sales,Single,40,0,883,USA,0
35,Female,Hispanic,Associate,Private,Sales,Married,41,0,0,Other,0
39,Female,White,Bachelor's,Private,Tech,Widowed,30,0,0,China,1
35,Male,Asian,No HS,Private,Sales,Married,35,0,456,USA,1
49,Male,Black,Some College,Private,Management,Single,60,1911,0,USA,0
53,Female,White,Some College,Self-Employed,Sales,Single,35,0,0,Mexico,0
43,Male,Black,No HS,Private,Healthcare,Widowed,41,0,868,USA,0
35,Male,White,Bachelor's,Self-Employed,Management,Single,31,0,0,China,1
39,Male,White,HS Grad,Private,Healthcare,Single,30,0,0,Mexico,1
40,Female,White,HS Grad,Private,Healthcare,Married,37,3784,0,Mexico,1
30,Male,White,No HS,Private,Tech,Single,11,0,0,USA,0
46,Male,White,HS Grad,Self-Employed,Management,Single,45,0,0,USA,0
45,Male,White,HS Grad,Private,Education,Married,51,0,0,USA,0
58,Male,Asian,Some College,Self-Employed,Healthcare,Single,33,0,0,Other,0
55,Male,White,Associate,Private,Sales,Married,41,0,0,USA,1
31,Female,Asian,No HS,Private,Management,Married,38,3732,0,USA,1
49,Male,Asian,Bachelor's,Government,Clerical,Married,45,0,713,USA,1
28,Female,White,Some College,Private,Clerical,Married,30,0,0,USA,1
48,Male,White,Associate,Private,Management,Married,54,0,0,USA,1
33,Female,White,No HS,Private,Management,Married,29,0,0,USA,1
27,Female,White,Some College,Private,Clerical,Divorced,53,0,0,USA,1
43,Male,White,No HS,Unemployed,Education,Married,0,0,0,Canada,0
18,Male,Asian,HS Grad,Private,Healthcare,Single,38,0,0,USA,0
18,Female,White,Some College,Private,Clerical,Married,40,6327,0,Canada,1
37,Male,White,Some College,Self-Employed,Education,Divorced,34,0,0,USA,1
40,Female,Black,HS Grad,Self-Employed,Blue Collar,Single,55,0,0,USA,1
35,Male,White,Associate,Private,Tech,Married,41,0,0,USA,1
21,Female,Black,HS Grad,Private,Healthcare,Married,44,0,0,USA,1
30,Female,White,HS Grad,Government,Tech,Divorced,54,0,0,USA,1
44,Male,Black,Some College,Government,Healthcare,Single,45,0,482,USA,1
46,Female,White,Some College,Private,Sales,Married,38,0,0,USA,1
39,Female,Hispanic,PhD,Private,Management,Single,27,0,0,USA,1
53,Male,White,Some College,Private,Tech,Single,47,10296,0,USA,1
44,Female,White,Some College,Private,Clerical,Married,17,0,0,USA,1
31,Female,White,No HS,Private,Management,Married,47,0,0,UK,1
36,Male,White,Bachelor's,Private,Healthcare,Single,35,5608,0,USA,1
23,Male,White,HS Grad,Government,Blue Collar,Single,42,0,0,China,1
38,Female,White,Associate,Private,Education,Married,48,0,2106,India,1
53,Female,White,Master's,Private,Blue Collar,Married,23,0,762,USA,1
48,Female,White,Bachelor's,Private,Sales,Single,51,0,0,USA,1
56,Female,White,Associate,Private,Sales,Married,31,0,2021,USA,1
36,Male,Black,Associate,Private,Sales,Married,37,0,0,India,0
56,Female,White,Some College,Private,Healthcare,Single,34,0,403,UK,1
37,Male,White,HS Grad,Private,Management,Single,39,0,0,India,1
57,Female,Black,Bachelor's,Private,Management,Single,39,0,0,USA,1
39,Female,Asian,Some College,Self-Employed,Clerical,Single,37,0,0,China,1
48,Other,White,Associate,Self-Employed,Education,Married,44,0,0,USA,0
57,Male,White,Some College,Private,Blue Collar,Single,29,0,0,USA,0
37,Male,Black,HS Grad,Private,Tech,Single,48,0,0,Other,1
42,Male,Black,Bachelor's,Private,Education,Single,43,0,278,USA,1
55,Male,White,Some College,Private,Management,Divorced,36,4747,0,USA,1
38,Male,White,Bachelor's,Unemployed,Clerical,Single,0,7968,0,USA,0
24,Male,Black,Master's,Private,Blue Collar,Married,56,646,0,Canada,1
65,Female,White,Bachelor's,Private,Clerical,Married,51,0,0,USA,1
34,Female,White,HS Grad,Unemployed,Tech,Divorced,0,0,0,USA,0
41,Female,White,Bachelor's,Private,Clerical,Single,50,0,866,USA,1
53,Male,Other,Some College,Private,Clerical,Married,53,0,0,USA,1
32,Female,Other,HS Grad,Unemployed,Education,Married,0,11212,0,Canada,0
27,Male,White,No HS,Government,Sales,Single,25,846,0,USA,0
43,Male,Black,HS Grad,Unemployed,Tech,Single,0,0,0,USA,0
18,Female,White,HS Grad,Government,Education,Divorced,27,2461,0,USA,1
36,Female,White,No HS,Self-Employed,Management,Single,54,0,0,USA,0
42,Male,Black,PhD,Private,Tech,Single,49,0,0,USA,1
36,Female,White,Bachelor's,Private,Sales,Married,54,4578,1569,USA,1
21,Female,White,Associate,Private,Healthcare,Married,33,0,854,USA,1
59,Male,White,HS Grad,Government,Blue Collar,Married,54,0,0,USA,1
41,Male,White,No HS,Private,Tech,Married,40,0,0,USA,1
57,Female,White,Some College,Private,Blue Collar,Single,34,0,0,USA,1
36,Female,Hispanic,Associate,Private,Clerical,Married,29,0,0,USA,0
29,Other,Black,Master's,Private,Management,Single,41,0,0,UK,1
43,Male,White,Bachelor's,Private,Management,Married,30,0,0,Other,1
37,Male,White,Bachelor's,Private,Blue Collar,Single,30,0,0,USA,1
25,Female,White,HS Grad,Private,Healthcare,Married,37,0,395,UK,0
57,Male,White,HS Grad,Private,Education,Single,48,0,126,USA,1
32,Female,Hispanic,HS Grad,Private,Healthcare,Married,48,0,498,UK,0
18,Male,Black,HS Grad,Private,Education,Divorced,51,0,0,USA,1
55,Other,White,Bachelor's,Private,Tech,Married,27,0,0,Canada,1
33,Female,White,Master's,Private,Tech,Married,59,0,1366,USA,1
32,Female,Other,Some College,Self-Employed,Blue Collar,Married,50,0,608,USA,0
18,Female,Asian,Bachelor's,Self-Employed,Education,Single,47,0,0,USA,1
60,Male,Black,No HS,Private,Management,Married,38,0,0,USA,0
24,Male,White,Associate,Private,Clerical,Single,46,0,0,China,1
40,Female,White,Some College,Private,Management,Married,31,0,1645,China,1
50,Female,White,HS Grad,Unemployed,Blue Collar,Married,0,0,0,Germany,0
45,Female,White,Bachelor's,Private,Blue Collar,Single,55,0,0,Mexico,1
39,Female,White,HS Grad,Private,Management,Married,34,0,0,USA,0
19,Female,White,Some College,Private,Blue Collar,Married,14,0,375,USA,1
30,Male,Black,Associate,Private,Healthcare,Single,44,4182,0,Mexico,1
42,Male,White,Some College,Self-Employed,Blue Collar,Married,55,0,276,China,0
30,Female,Hispanic,Bachelor's,Unemployed,Blue Collar,Single,0,0,0,USA,0
42,Other,Hispanic,Bachelor's,Government,Healthcare,Single,31,0,0,USA,1
48,Male,Black,HS Grad,Private,Management,Single,45,6831,0,China,1
51,Male,White,Some College,Government,Education,Single,20,0,0,Other,1
25,Female,White,Some College,Unemployed,Tech,Single,0,0,0,Mexico,0
66,Male,White,Some College,Private,Education,Single,47,0,0,USA,1
49,Male,Black,Some College,Private,Education,Married,25,0,0,USA,1
39,Female,Other,No HS,Private,Blue Collar,Single,30,0,0,USA,1
53,Female,White,Bachelor's,Government,Management,Divorced,29,0,0,USA,1
68,Male,White,HS Grad,Unemployed,Tech,Single,0,0,0,USA,0
22,Male,Black,No HS,Unemployed,Blue Collar,Single,0,0,0,Mexico,0
37,Male,Asian,Associate,Private,Tech,Single,42,0,0,USA,0
18,Female,Black,Associate,Private,Tech,Widowed,41,0,0,USA,0
42,Male,Black,PhD,Private,Sales,Widowed,53,0,0,Other,1
44,Male,White,Associate,Private,Sales,Married,29,0,0,Other,1
39,Male,Asian,Some College,Government,Management,Single,26,0,0,USA,1
32,Male,Asian,Master's,Government,Healthcare,Single,50,0,0,USA,1
18,Female,White,Some College,Private,Healthcare,Married,36,218,0,USA,1
44,Male,White,Bachelor's,Private,Clerical,Married,35,0,0,USA,1
57,Male,Black,Some College,Private,Blue Collar,Married,58,0,749,USA,1
32,Other,White,No HS,Private,Clerical,Widowed,41,0,0,USA,1
45,Female,White,Associate,Private,Sales,Single,26,0,0,USA,0
21,Female,White,Some College,Private,Healthcare,Divorced,56,0,0,USA,1
45,Male,White,Some College,Government,Clerical,Divorced,43,544,155,USA,1
35,Male,White,Associate,Private,Clerical,Single,37,275,0,USA,0
30,Female,Asian,Some College,Private,Tech,Single,28,10132,0,India,1
30,Male,White,HS Grad,Self-Employed,Management,Single,49,0,0,Germany,0
35,Male,Hispanic,Some College,Private,Tech,Single,44,0,0,USA,1
44,Female,Asian,Bachelor's,Private,Clerical,Married,43,0,0,USA,1
24,Female,Asian,HS Grad,Government,Education,Single,36,0,0,USA,1
35,Male,Other,Some College,Private,Clerical,Married,31,0,5,USA,1
39,Male,White,HS Grad,Unemployed,Clerical,Divorced,0,8970,0,Canada,0
26,Female,White,No HS,Government,Sales,Single,49,5608,0,Canada,1
61,Male,White,Some College,Private,Blue Collar,Married,45,0,0,USA,1
